date,carrier,destcity,depdelay,arrdelay,time
2015-01-13,AA,Los Angeles,19,-12,222
2015-01-13,AA,Boston,-4,-13,103
2015-01-13,AA,Los Angeles,6,-7,233
2015-01-13,AA,Boston,22,29,109
2015-01-13,AA,Boston,-4,-11,107
2015-01-13,AA,Los Angeles,0,-46,215
2015-01-13,AA,Minneapolis,-1,-3,61
2015-01-13,AA,Los Angeles,-4,-21,227
2015-01-13,AA,Dallas,1,-1,121
2015-01-13,AA,Dallas,0,1,131
2015-01-13,AA,Washington,-2,-4,83
2015-01-13,AA,Dallas,-1,0,121
2015-01-13,AA,Dallas,2,2,132
2015-01-13,AA,Dallas,-1,-5,116
2015-01-13,AA,Washington,-9,-3,83
2015-01-13,AA,Los Angeles,-1,-37,214
2015-01-13,AA,Dallas,4,-9,114
2015-01-13,AA,Dallas,-2,-2,125
2015-01-13,AA,Washington,-6,-15,85
2015-01-13,AA,Dallas,-3,4,120
2015-01-13,AA,Dallas,46,36,121
2015-01-13,AA,Washington,-7,-6,80
2015-01-13,AA,Dallas,13,-1,121
2015-01-13,AA,Dallas,11,1,119
2015-01-13,AA,Washington,-9,-10,88
2015-01-13,AA,Dallas,89,81,123
2015-01-13,AA,Dallas,3,3,121
2015-01-13,AA,Dallas,-1,-13,119
2015-01-13,AA,Dallas,13,12,120
2015-01-13,AA,San Francisco,11,-16,236
2015-01-13,AA,Washington,1,-3,83
2015-01-13,AA,San Francisco,-4,-46,225
2015-01-13,AA,New York,-11,-15,96
2015-01-13,EV,Minneapolis,-2,-5,64
2015-01-13,EV,Minneapolis,-2,-10,62
2015-01-13,EV,Minneapolis,-11,-30,64
2015-01-13,EV,Minneapolis,-7,-12,70
2015-01-13,EV,Minneapolis,-6,-15,64
2015-01-13,MQ,Minneapolis,0,0,59
2015-01-13,OO,Minneapolis,26,17,58
2015-01-13,OO,Washington,-1,17,90
2015-01-13,OO,Minneapolis,4,17,68
2015-01-13,OO,Dallas,56,44,119
2015-01-13,OO,Boston,15,15,113
2015-01-13,OO,Dallas,16,4,120
2015-01-13,OO,Washington,6,16,89
2015-01-13,OO,Washington,82,92,95
2015-01-13,OO,Dallas,5,-5,119
2015-01-13,OO,Dallas,16,17,117
2015-01-13,OO,Washington,1,8,82
2015-01-13,UA,Washington,4,-1,82
2015-01-13,UA,San Francisco,27,28,236
2015-01-13,UA,San Francisco,6,-48,217
2015-01-13,UA,Boston,-4,-9,111
2015-01-13,UA,New York,3,-1,93
2015-01-13,UA,Minneapolis,2,-13,56
2015-01-13,UA,Washington,-5,-6,89
2015-01-13,UA,Boston,1,11,107
2015-01-13,UA,Washington,0,-15,81
2015-01-13,UA,Washington,-4,1,90
2015-01-13,UA,Dallas,20,11,124
2015-01-13,UA,New York,18,7,97
2015-01-13,UA,New York,0,-25,92
2015-01-13,UA,San Francisco,23,-21,216
2015-01-13,UA,New York,-3,-27,89
2015-01-13,UA,San Francisco,33,33,226
2015-01-13,UA,New York,-4,-18,96
2015-01-13,UA,New York,-5,-13,95
2015-01-13,UA,New York,-3,-13,101
2015-01-13,UA,New York,204,182,90
2015-01-13,UA,New York,-2,-6,95
2015-01-13,UA,New York,-5,-7,97
2015-01-13,UA,Washington,15,13,79
2015-01-13,UA,San Francisco,1,16,245
2015-01-13,UA,New York,-1,-10,95
2015-01-13,UA,San Francisco,-2,-25,240
2015-01-13,UA,New York,-3,-28,92
2015-01-13,UA,Minneapolis,4,-4,66
2015-01-13,UA,Los Angeles,31,22,227
2015-01-13,UA,Los Angeles,-1,-17,228
2015-01-13,UA,San Francisco,7,-24,234
2015-01-13,UA,Los Angeles,0,-30,225
2015-01-13,UA,Los Angeles,37,13,220
2015-01-13,UA,Los Angeles,6,-21,223
2015-01-13,UA,Los Angeles,13,-11,228
2015-01-13,UA,Washington,3,2,77
2015-01-13,UA,Boston,2,0,110
2015-01-13,UA,Boston,0,-10,105
2015-01-13,UA,New York,7,13,94
2015-01-13,UA,New York,-2,-17,93
2015-01-13,UA,Minneapolis,1,-6,67
2015-01-13,UA,Washington,-2,-7,82
2015-01-13,UA,Washington,37,47,89
2015-01-13,UA,Los Angeles,4,-20,229
2015-01-13,UA,San Francisco,192,149,214
2015-01-13,UA,San Francisco,10,-33,232
2015-01-13,UA,Boston,14,12,107
2015-01-13,UA,New York,28,12,94
2015-01-13,UA,Los Angeles,8,-15,224
2015-01-13,UA,San Francisco,-2,-34,238
2015-01-13,UA,San Francisco,46,10,226
2015-01-13,UA,Dallas,-1,-5,126
2015-01-14,AA,Washington,-5,0,90
2015-01-14,AA,Los Angeles,18,-3,232
2015-01-14,AA,San Francisco,-6,-20,244
2015-01-14,AA,New York,-4,-9,100
2015-01-14,AA,New York,15,-4,98
2015-01-14,AA,Washington,-8,-15,82
2015-01-14,AA,New York,-3,3,106
2015-01-14,AA,New York,36,39,103
2015-01-14,AA,New York,-8,-13,95
2015-01-14,AA,Boston,60,60,113
2015-01-14,AA,Boston,2,-1,109
2015-01-14,AA,New York,-8,-21,96
2015-01-14,AA,New York,1,-6,100
2015-01-14,AA,New York,0,13,97
2015-01-14,AA,New York,-6,-17,95
2015-01-14,AA,New York,-7,-6,99
2015-01-14,AA,New York,10,9,97
2015-01-14,AA,New York,-2,-7,95
2015-01-14,AA,New York,-5,-7,94
2015-01-14,AA,New York,-5,-16,95
2015-01-14,AA,New York,23,13,99
2015-01-14,AA,New York,-7,-14,99
2015-01-14,AA,Boston,-6,-3,117
2015-01-14,AA,Washington,-7,12,92
2015-01-14,AA,San Francisco,73,47,235
2015-01-14,AA,Los Angeles,7,-25,223
2015-01-14,AA,Minneapolis,16,20,65
2015-01-14,AA,Los Angeles,0,-34,217
2015-01-14,AA,Minneapolis,0,1,62
2015-01-14,AA,Boston,-1,-4,110
2015-01-14,AA,Boston,-5,-4,112
2015-01-14,AA,Los Angeles,-3,-34,216
2015-01-14,AA,Boston,-7,-8,111
2015-01-14,AA,Los Angeles,-4,-30,224
2015-01-14,AA,Boston,0,-2,113
2015-01-14,AA,Boston,-5,24,130
2015-01-14,AA,Los Angeles,-2,-18,231
2015-01-14,AA,Minneapolis,-1,-15,56
2015-01-14,AA,Minneapolis,-5,-11,59
2015-01-14,AA,Los Angeles,-2,-27,223
2015-01-14,AA,Dallas,-3,-3,121
2015-01-14,AA,Dallas,18,2,125
2015-01-14,AA,Washington,-1,-5,84
2015-01-14,AA,Dallas,6,1,125
2015-01-14,AA,Dallas,-6,-10,125
2015-01-14,AA,Dallas,7,2,118
2015-01-14,AA,Washington,-5,0,83
2015-01-14,AA,Los Angeles,10,-8,231
2015-01-14,AA,Dallas,-5,-14,124
2015-01-14,AA,Dallas,0,-8,121
2015-01-14,AA,Washington,0,8,84
2015-01-14,AA,Dallas,38,31,119
2015-01-14,AA,Dallas,30,23,118
2015-01-14,AA,Washington,0,1,80
2015-01-14,AA,Dallas,2,-3,119
2015-01-14,AA,Dallas,-2,-6,119
2015-01-14,AA,Washington,-5,2,91
2015-01-14,AA,Dallas,-3,-8,120
2015-01-14,AA,Dallas,-1,-22,116
2015-01-14,AA,Dallas,-12,-22,112
2015-01-14,AA,Dallas,-7,-13,119
2015-01-14,AA,San Francisco,-4,-35,234
2015-01-14,AA,Washington,13,5,83
2015-01-14,AA,San Francisco,18,-13,242
2015-01-14,AA,New York,-6,-10,94
2015-01-14,EV,Minneapolis,-1,-12,61
2015-01-14,EV,Minneapolis,-5,-19,62
2015-01-14,EV,Minneapolis,0,-15,63
2015-01-14,EV,Minneapolis,-9,0,64
2015-01-14,EV,Minneapolis,13,1,60
2015-01-14,MQ,Minneapolis,18,14,59
2015-01-14,MQ,Minneapolis,12,3,57
2015-01-14,OO,Minneapolis,-2,8,62
2015-01-14,OO,Washington,-4,17,95
2015-01-14,OO,Minneapolis,-4,4,60
2015-01-14,OO,Dallas,74,60,122
2015-01-14,OO,Boston,146,152,118
2015-01-14,OO,Dallas,6,6,133
2015-01-14,OO,Washington,29,33,86
2015-01-14,OO,Washington,38,38,89
2015-01-14,OO,Dallas,6,-1,126
2015-01-14,OO,Dallas,9,22,134
2015-01-14,OO,Washington,-3,-7,90
2015-01-14,UA,Boston,-2,-3,112
2015-01-14,UA,San Francisco,11,-14,236
2015-01-14,UA,Los Angeles,3,-9,230
2015-01-14,UA,New York,17,17,111
2015-01-14,UA,Minneapolis,-3,-10,63
2015-01-14,UA,San Francisco,22,-10,234
2015-01-14,UA,Dallas,-2,-8,127
2015-01-14,UA,Boston,-2,-14,106
2015-01-14,UA,San Francisco,79,41,234
2015-01-14,UA,San Francisco,-7,-34,229
2015-01-14,UA,New York,-8,-14,102
2015-01-14,UA,Minneapolis,13,-1,58
2015-01-14,UA,Washington,-3,-3,82
2015-01-14,UA,Washington,-7,-18,83
2015-01-14,UA,Washington,2,-8,86
2015-01-14,UA,Dallas,-5,-18,120
2015-01-14,UA,New York,106,95,98
2015-01-14,UA,New York,-7,-16,96
2015-01-14,UA,San Francisco,67,47,245
2015-01-14,UA,New York,-7,-8,103
2015-01-14,UA,New York,17,22,103
2015-01-14,UA,New York,-5,-19,98
2015-01-14,UA,New York,-5,0,94
2015-01-14,UA,Washington,0,-9,78
2015-01-14,UA,Boston,0,3,123
2015-01-14,UA,New York,-4,-2,98
2015-01-14,UA,San Francisco,58,28,233
2015-01-14,UA,New York,-1,2,98
2015-01-14,UA,Minneapolis,-2,-12,60
2015-01-14,UA,New York,-1,-8,95
2015-01-14,UA,Los Angeles,-3,-39,214
2015-01-14,UA,Los Angeles,1,-29,225
2015-01-14,UA,San Francisco,2,-28,241
2015-01-14,UA,Washington,9,0,86
2015-01-14,UA,San Francisco,-3,-18,244
2015-01-14,UA,Los Angeles,17,-15,228
2015-01-14,UA,San Francisco,17,-3,237
2015-01-14,UA,San Francisco,11,14,227
2015-01-14,UA,Los Angeles,10,-21,219
2015-01-14,UA,San Francisco,-3,-34,243
2015-01-14,UA,Boston,3,11,117
2015-01-14,UA,New York,1,-8,99
2015-01-14,UA,Washington,-4,-20,80
2015-01-14,UA,New York,-4,-15,95
2015-01-14,UA,Los Angeles,65,26,216
2015-01-14,UA,Los Angeles,14,8,224
2015-01-14,UA,Washington,8,3,82
2015-01-14,UA,Los Angeles,0,-26,226
2015-01-14,UA,New York,63,55,93
2015-01-14,UA,Los Angeles,0,7,213
2015-01-14,UA,Washington,59,56,82
2015-01-14,UA,Boston,1,4,110
2015-01-14,UA,New York,-6,-15,98
2015-01-15,AA,Washington,-5,-10,82
2015-01-15,AA,Los Angeles,2,-10,226
2015-01-15,AA,San Francisco,-2,-17,245
2015-01-15,AA,New York,-2,11,113
2015-01-15,AA,New York,4,-4,94
2015-01-15,AA,Washington,-9,-12,85
2015-01-15,AA,New York,1,-2,94
2015-01-15,AA,New York,-7,-16,94
2015-01-15,AA,Boston,-9,-13,111
2015-01-15,AA,Boston,3,1,107
2015-01-15,AA,New York,38,28,96
2015-01-15,AA,New York,-3,-14,96
2015-01-15,AA,New York,13,12,97
2015-01-15,AA,New York,-7,-13,98
2015-01-15,AA,New York,-5,-7,97
2015-01-15,AA,New York,3,8,104
2015-01-15,AA,New York,5,10,101
2015-01-15,AA,New York,4,0,96
2015-01-15,AA,New York,15,3,90
2015-01-15,AA,New York,13,-2,94
2015-01-15,AA,New York,-8,-18,94
2015-01-15,AA,Boston,-10,-20,109
2015-01-15,AA,Washington,3,1,86
2015-01-15,AA,San Francisco,0,-14,248
2015-01-15,AA,Los Angeles,7,-25,225
2015-01-15,AA,Minneapolis,12,7,63
2015-01-15,AA,Los Angeles,-2,-33,214
2015-01-15,AA,Minneapolis,-1,-12,61
2015-01-15,AA,Boston,-2,-1,115
2015-01-15,AA,Boston,19,19,109
2015-01-15,AA,Los Angeles,-6,-37,218
2015-01-15,AA,Boston,-7,-13,109
2015-01-15,AA,Los Angeles,5,-26,222
2015-01-15,AA,Boston,-5,-3,112
2015-01-15,AA,Boston,5,22,115
2015-01-15,AA,Los Angeles,-1,-26,228
2015-01-15,AA,Minneapolis,13,1,62
2015-01-15,AA,Minneapolis,-7,-18,61
2015-01-15,AA,Los Angeles,4,-33,215
2015-01-15,AA,Dallas,-2,-16,121
2015-01-15,AA,Dallas,-4,-8,123
2015-01-15,AA,Washington,4,-3,82
2015-01-15,AA,Dallas,-6,-19,122
2015-01-15,AA,Dallas,-4,-15,124
2015-01-15,AA,Dallas,4,-6,112
2015-01-15,AA,Washington,-3,-8,82
2015-01-15,AA,Los Angeles,7,-19,228
2015-01-15,AA,Dallas,146,131,106
2015-01-15,AA,Dallas,-2,-18,109
2015-01-15,AA,Washington,-6,-4,77
2015-01-15,AA,Dallas,1,-29,104
2015-01-15,AA,Dallas,14,-8,111
2015-01-15,AA,Washington,-9,-13,77
2015-01-15,AA,Dallas,78,56,110
2015-01-15,AA,Dallas,-3,-15,107
2015-01-15,AA,Washington,50,79,84
2015-01-15,AA,Dallas,0,-9,122
2015-01-15,AA,Dallas,-4,-4,119
2015-01-15,AA,Dallas,-2,-29,107
2015-01-15,AA,Dallas,0,-23,101
2015-01-15,AA,San Francisco,-6,-38,234
2015-01-15,AA,Washington,-9,-9,84
2015-01-15,AA,San Francisco,-3,-18,252
2015-01-15,AA,New York,1,3,99
2015-01-15,EV,Minneapolis,-1,-9,66
2015-01-15,EV,Minneapolis,-5,-14,65
2015-01-15,EV,Minneapolis,-5,-14,65
2015-01-15,EV,Minneapolis,-6,-11,65
2015-01-15,EV,Minneapolis,8,-6,63
2015-01-15,MQ,Minneapolis,5,3,61
2015-01-15,MQ,Minneapolis,29,22,57
2015-01-15,OO,Minneapolis,15,-3,60
2015-01-15,OO,Washington,52,46,84
2015-01-15,OO,Minneapolis,0,17,62
2015-01-15,OO,Dallas,16,-7,105
2015-01-15,OO,Boston,0,1,112
2015-01-15,OO,Dallas,5,-11,111
2015-01-15,OO,Washington,32,25,86
2015-01-15,OO,Washington,6,0,80
2015-01-15,OO,Dallas,12,-10,111
2015-01-15,OO,Dallas,10,8,121
2015-01-15,UA,Minneapolis,2,-5,58
2015-01-15,UA,Boston,-3,-5,105
2015-01-15,UA,New York,-4,-15,92
2015-01-15,UA,San Francisco,13,8,255
2015-01-15,UA,San Francisco,-5,-46,233
2015-01-15,UA,New York,-4,-14,98
2015-01-15,UA,Washington,-7,-12,83
2015-01-15,UA,Washington,-1,-5,82
2015-01-15,UA,Washington,-6,-14,82
2015-01-15,UA,Dallas,-1,-23,118
2015-01-15,UA,New York,-8,-13,98
2015-01-15,UA,New York,16,5,99
2015-01-15,UA,New York,-8,-18,97
2015-01-15,UA,San Francisco,-1,-12,248
2015-01-15,UA,New York,-5,-12,103
2015-01-15,UA,San Francisco,8,2,245
2015-01-15,UA,New York,-3,-16,95
2015-01-15,UA,New York,3,-9,96
2015-01-15,UA,New York,0,-12,97
2015-01-15,UA,New York,-3,-10,103
2015-01-15,UA,San Francisco,7,-18,230
2015-01-15,UA,Boston,8,17,113
2015-01-15,UA,San Francisco,0,-24,232
2015-01-15,UA,San Francisco,0,-28,237
2015-01-15,UA,New York,2,-6,101
2015-01-15,UA,New York,-1,-6,100
2015-01-15,UA,Los Angeles,22,-16,213
2015-01-15,UA,New York,-7,-22,95
2015-01-15,UA,Washington,15,5,75
2015-01-15,UA,Washington,7,6,80
2015-01-15,UA,Boston,35,46,114
2015-01-15,UA,Los Angeles,0,-14,224
2015-01-15,UA,San Francisco,34,15,239
2015-01-15,UA,Los Angeles,5,2,214
2015-01-15,UA,San Francisco,0,-25,239
2015-01-15,UA,Boston,29,18,105
2015-01-15,UA,New York,-1,-3,102
2015-01-15,UA,Los Angeles,-1,-35,210
2015-01-15,UA,Los Angeles,16,-3,220
2015-01-15,UA,Washington,-5,0,86
2015-01-15,UA,Los Angeles,-3,-12,214
2015-01-15,UA,San Francisco,-3,-33,234
2015-01-15,UA,Los Angeles,-3,-24,223
2015-01-15,UA,Washington,-4,-8,73
2015-01-15,UA,Los Angeles,5,-18,225
2015-01-15,UA,Minneapolis,-1,-6,63
2015-01-15,UA,Boston,6,6,107
2015-01-15,UA,Washington,4,-13,80
2015-01-15,UA,Minneapolis,21,8,60
2015-01-15,UA,San Francisco,63,53,238
2015-01-15,UA,New York,-8,-23,97
2015-01-15,UA,Los Angeles,3,-29,227
2015-01-15,UA,San Francisco,0,-27,241
2015-01-15,UA,Dallas,8,-3,116
2015-01-16,AA,Washington,-4,1,83
2015-01-16,AA,Los Angeles,45,21,224
2015-01-16,AA,San Francisco,-2,27,258
2015-01-16,AA,New York,8,1,96
2015-01-16,AA,Washington,-5,0,88
2015-01-16,AA,New York,1,-12,91
2015-01-16,AA,New York,-3,1,100
2015-01-16,AA,New York,-6,-12,98
2015-01-16,AA,Boston,-3,-5,107
2015-01-16,AA,Boston,31,27,109
2015-01-16,AA,New York,36,65,104
2015-01-16,AA,New York,-4,14,94
2015-01-16,AA,New York,63,62,91
2015-01-16,AA,New York,5,-9,90
2015-01-16,AA,New York,17,7,92
2015-01-16,AA,New York,0,-6,93
2015-01-16,AA,New York,-8,5,93
2015-01-16,AA,New York,101,108,102
2015-01-16,AA,New York,25,31,107
2015-01-16,AA,New York,60,88,103
2015-01-16,AA,Boston,-2,-15,104
2015-01-16,AA,Washington,-10,-17,77
2015-01-16,AA,San Francisco,-4,0,255
2015-01-16,AA,Los Angeles,3,-6,232
2015-01-16,AA,Minneapolis,-3,4,66
2015-01-16,AA,Los Angeles,-6,-33,226
2015-01-16,AA,Minneapolis,7,8,60
2015-01-16,AA,Boston,0,2,109
2015-01-16,AA,Boston,-5,-21,100
2015-01-16,AA,Los Angeles,34,2,220
2015-01-16,AA,Boston,-1,-7,104
2015-01-16,AA,Los Angeles,-2,-29,228
2015-01-16,AA,Boston,-3,-6,110
2015-01-16,AA,Boston,50,46,104
2015-01-16,AA,Los Angeles,-1,-28,230
2015-01-16,AA,Minneapolis,70,91,82
2015-01-16,AA,Dallas,1,-23,108
2015-01-16,AA,Minneapolis,-1,13,67
2015-01-16,AA,Los Angeles,0,-11,234
2015-01-16,AA,Dallas,39,21,109
2015-01-16,AA,Dallas,-2,-27,111
2015-01-16,AA,Washington,18,11,82
2015-01-16,AA,Dallas,-1,-24,112
2015-01-16,AA,Dallas,-4,-27,113
2015-01-16,AA,Dallas,0,-14,109
2015-01-16,AA,Washington,24,21,78
2015-01-16,AA,Los Angeles,7,5,236
2015-01-16,AA,Dallas,11,-12,111
2015-01-16,AA,Dallas,55,63,115
2015-01-16,AA,Washington,-4,-10,76
2015-01-16,AA,Dallas,-7,-9,113
2015-01-16,AA,Dallas,-1,-5,114
2015-01-16,AA,Washington,2,-3,77
2015-01-16,AA,Dallas,-2,-15,111
2015-01-16,AA,Dallas,126,117,111
2015-01-16,AA,Washington,-7,-9,84
2015-01-16,AA,Dallas,7,-10,110
2015-01-16,AA,Dallas,-2,-23,112
2015-01-16,AA,Dallas,180,175,111
2015-01-16,AA,Dallas,87,67,111
2015-01-16,AA,San Francisco,-1,-17,247
2015-01-16,AA,Washington,-4,-5,81
2015-01-16,AA,San Francisco,42,66,259
2015-01-16,AA,New York,-4,-9,97
2015-01-16,EV,Minneapolis,-7,-7,79
2015-01-16,EV,Minneapolis,-1,-5,68
2015-01-16,EV,Minneapolis,-7,-6,73
2015-01-16,EV,Minneapolis,-4,-1,75
2015-01-16,EV,Minneapolis,-3,-11,73
2015-01-16,MQ,Minneapolis,22,44,65
2015-01-16,MQ,Minneapolis,42,37,53
2015-01-16,OO,Minneapolis,3,24,73
2015-01-16,OO,Washington,-8,-8,92
2015-01-16,OO,Minneapolis,-8,0,73
2015-01-16,OO,Dallas,34,22,112
2015-01-16,OO,Boston,-4,-8,107
2015-01-16,OO,Dallas,12,-7,114
2015-01-16,OO,Washington,-9,2,90
2015-01-16,OO,Washington,5,12,81
2015-01-16,OO,Dallas,16,2,117
2015-01-16,OO,Dallas,48,33,110
2015-01-16,OO,Washington,-7,-14,83
2015-01-16,UA,Los Angeles,0,3,221
2015-01-16,UA,San Francisco,34,49,244
2015-01-16,UA,Boston,34,37,108
2015-01-16,UA,New York,-8,-18,96
2015-01-16,UA,Los Angeles,-5,-22,229
2015-01-16,UA,New York,-3,-6,92
2015-01-16,UA,Washington,-3,-16,75
2015-01-16,UA,Boston,-1,-3,111
2015-01-16,UA,New York,23,53,115
2015-01-16,UA,San Francisco,19,13,257
2015-01-16,UA,San Francisco,0,-25,248
2015-01-16,UA,Washington,9,7,86
2015-01-16,UA,New York,53,84,107
2015-01-16,UA,San Francisco,102,109,257
2015-01-16,UA,Washington,-7,-18,78
2015-01-16,UA,Washington,-7,-17,75
2015-01-16,UA,Washington,-6,-4,79
2015-01-16,UA,Boston,0,13,104
2015-01-16,UA,Dallas,-1,-26,110
2015-01-16,UA,New York,-5,-15,97
2015-01-16,UA,New York,23,34,92
2015-01-16,UA,San Francisco,9,19,264
2015-01-16,UA,New York,-3,-14,89
2015-01-16,UA,New York,-6,5,90
2015-01-16,UA,New York,114,130,100
2015-01-16,UA,New York,123,147,101
2015-01-16,UA,New York,79,96,105
2015-01-16,UA,San Francisco,0,-15,246
2015-01-16,UA,San Francisco,-2,8,261
2015-01-16,UA,San Francisco,17,-7,249
2015-01-16,UA,New York,-3,3,94
2015-01-16,UA,New York,-5,-17,95
2015-01-16,UA,Los Angeles,23,50,232
2015-01-16,UA,Los Angeles,1,-28,224
2015-01-16,UA,Minneapolis,18,7,63
2015-01-16,UA,Washington,171,148,70
2015-01-16,UA,Washington,-4,-15,73
2015-01-16,UA,Boston,31,18,107
2015-01-16,UA,Los Angeles,59,26,224
2015-01-16,UA,San Francisco,49,38,252
2015-01-16,UA,Los Angeles,258,259,238
2015-01-16,UA,Los Angeles,26,2,222
2015-01-16,UA,Los Angeles,-3,-23,230
2015-01-16,UA,Washington,1,-8,76
2015-01-16,UA,Los Angeles,-1,-4,229
2015-01-16,UA,Minneapolis,-1,-3,67
2015-01-16,UA,Boston,-2,-11,104
2015-01-16,UA,New York,10,-4,93
2015-01-16,UA,Minneapolis,30,23,64
2015-01-16,UA,San Francisco,-3,-2,238
2015-01-16,UA,New York,-2,-18,97
2015-01-16,UA,San Francisco,16,11,248
2015-01-16,UA,San Francisco,127,102,249
2015-01-16,UA,Dallas,0,-21,114
2015-01-17,AA,Washington,-8,-16,81
2015-01-17,AA,Los Angeles,-1,-9,229
2015-01-17,AA,San Francisco,-2,-10,260
2015-01-17,AA,New York,-2,-15,101
2015-01-17,AA,New York,-8,-17,99
2015-01-17,AA,Washington,-1,-12,82
2015-01-17,AA,New York,-1,-9,94
2015-01-17,AA,New York,-4,-18,90
2015-01-17,AA,Boston,-4,-14,103
2015-01-17,AA,Boston,-3,-14,101
2015-01-17,AA,New York,-4,15,97
2015-01-17,AA,New York,-5,-15,97
2015-01-17,AA,New York,-6,-17,96
2015-01-17,AA,New York,-3,-4,96
2015-01-17,AA,New York,-8,-18,97
2015-01-17,AA,New York,-7,-8,95
2015-01-17,AA,Boston,0,-12,102
2015-01-17,AA,San Francisco,-4,-30,243
2015-01-17,AA,Los Angeles,-4,-21,233
2015-01-17,AA,Minneapolis,-1,-9,58
2015-01-17,AA,Los Angeles,-1,-7,247
2015-01-17,AA,Minneapolis,-1,-13,56
2015-01-17,AA,Boston,6,-10,102
2015-01-17,AA,Boston,-6,-13,106
2015-01-17,AA,Los Angeles,-3,-1,247
2015-01-17,AA,Los Angeles,39,43,254
2015-01-17,AA,Boston,-2,-8,105
2015-01-17,AA,Los Angeles,-3,-20,236
2015-01-17,AA,Minneapolis,-5,-20,58
2015-01-17,AA,Minneapolis,-8,-24,59
2015-01-17,AA,Los Angeles,-3,-19,235
2015-01-17,AA,Dallas,-2,-13,118
2015-01-17,AA,Dallas,-5,-9,122
2015-01-17,AA,Washington,-5,-16,79
2015-01-17,AA,Dallas,-8,-25,115
2015-01-17,AA,Dallas,0,-10,116
2015-01-17,AA,Washington,-6,-15,79
2015-01-17,AA,Los Angeles,-6,-27,229
2015-01-17,AA,Dallas,-5,-9,127
2015-01-17,AA,Dallas,-9,7,134
2015-01-17,AA,Washington,-6,-2,79
2015-01-17,AA,Dallas,0,1,131
2015-01-17,AA,Dallas,-1,-6,122
2015-01-17,AA,Dallas,-2,-10,121
2015-01-17,AA,Dallas,-9,-21,118
2015-01-17,AA,Washington,-3,-13,80
2015-01-17,AA,Dallas,-4,-5,121
2015-01-17,AA,Dallas,-6,-4,125
2015-01-17,AA,Dallas,-4,-10,128
2015-01-17,AA,San Francisco,32,35,262
2015-01-17,AA,Washington,-7,-16,79
2015-01-17,AA,San Francisco,-3,-9,251
2015-01-17,EV,Washington,0,-16,80
2015-01-17,EV,Minneapolis,3,-8,60
2015-01-17,EV,Washington,5,3,86
2015-01-17,MQ,Minneapolis,-19,-26,53
2015-01-17,OO,Minneapolis,12,0,60
2015-01-17,OO,Washington,26,13,79
2015-01-17,OO,Boston,-12,-1,112
2015-01-17,OO,Minneapolis,23,9,56
2015-01-17,OO,Minneapolis,-1,-14,56
2015-01-17,OO,Minneapolis,-1,-13,61
2015-01-17,OO,New York,-1,-14,100
2015-01-17,OO,Boston,47,29,103
2015-01-17,OO,Washington,11,2,85
2015-01-17,OO,Dallas,-4,-13,124
2015-01-17,OO,Minneapolis,-2,-10,59
2015-01-17,OO,Washington,-4,-10,84
2015-01-17,UA,Los Angeles,9,-7,234
2015-01-17,UA,Washington,-5,-15,78
2015-01-17,UA,New York,2,-22,93
2015-01-17,UA,San Francisco,0,-5,268
2015-01-17,UA,Washington,-5,-15,82
2015-01-17,UA,San Francisco,0,-34,239
2015-01-17,UA,Boston,0,-14,104
2015-01-17,UA,Washington,-4,-7,76
2015-01-17,UA,San Francisco,6,-1,250
2015-01-17,UA,San Francisco,16,1,241
2015-01-17,UA,San Francisco,43,29,251
2015-01-17,UA,Los Angeles,-2,-15,218
2015-01-17,UA,Los Angeles,5,6,246
2015-01-17,UA,Los Angeles,5,-17,229
2015-01-17,UA,San Francisco,-3,-20,247
2015-01-17,UA,Boston,18,0,100
2015-01-17,UA,New York,-3,-20,95
2015-01-17,UA,Los Angeles,0,13,250
2015-01-17,UA,San Francisco,17,36,250
2015-01-18,AA,Washington,-6,-3,85
2015-01-18,AA,Los Angeles,0,3,246
2015-01-18,AA,San Francisco,-1,1,260
2015-01-18,AA,New York,-1,28,124
2015-01-18,AA,New York,2,-1,110
2015-01-18,AA,Washington,-9,-17,85
2015-01-18,AA,New York,-4,6,112
2015-01-18,AA,New York,-3,-11,97
2015-01-18,AA,Boston,-7,-15,107
2015-01-18,AA,Boston,11,14,113
2015-01-18,AA,New York,-10,-11,100
2015-01-18,AA,New York,-8,-14,99
2015-01-18,AA,New York,11,6,94
2015-01-18,AA,New York,-6,-10,97
2015-01-18,AA,New York,-5,-2,100
2015-01-18,AA,New York,33,44,104
2015-01-18,AA,New York,-2,-3,104
2015-01-18,AA,New York,9,8,101
2015-01-18,AA,New York,-4,-14,100
2015-01-18,AA,New York,-2,7,98
2015-01-18,AA,New York,-12,-17,96
2015-01-18,AA,Boston,-6,-15,109
2015-01-18,AA,Washington,-2,-1,87
2015-01-18,AA,San Francisco,24,30,259
2015-01-18,AA,Los Angeles,9,3,248
2015-01-18,AA,Minneapolis,-6,-15,61
2015-01-18,AA,Los Angeles,-5,-20,241
2015-01-18,AA,Minneapolis,-1,-7,61
2015-01-18,AA,Boston,3,1,114
2015-01-18,AA,Boston,-5,-15,106
2015-01-18,AA,Los Angeles,-3,-13,238
2015-01-18,AA,Boston,14,7,106
2015-01-18,AA,Los Angeles,0,-14,243
2015-01-18,AA,Boston,-5,8,116
2015-01-18,AA,Boston,27,22,108
2015-01-18,AA,Los Angeles,4,-9,243
2015-01-18,AA,Minneapolis,1,-5,62
